,Course,College,Year Level,School Year,No.,Appno,SCHOOL,Cntr,Date,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Word,SY
5401,DISC,CSSPE,1,2019-2020,5256.0,1920-12855,VITALI NATIONAL HIGH SCHOOL,VIT,12/9/2018,44.05,25.06,24.36,44.18,43.49,34.82,Thirty Four Point Eighty Two,2019-2020
5402,DISC,CSSPE,1,2019-2020,5553.0,2122-17405,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,OTC,4/18/2021,58.56,48.4,29.96,44.18,43.49,49.98,Forty Nine Point Ninety Eight,2021-2022
5403,DISC,CSSPE,1,2019-2020,5563.0,2122-17406,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,66.01,54.75,59.25,44.18,9.69,54.31,Fifty Four Point Thirty One,2021-2022
5404,DISC,CSSPE,1,2019-2020,5411.0,1920-08121,COMPUTER TECHNOLOGY INSTITUTE,ZAM,12/16/2018,47.0,61.11,29.96,44.18,33.69,45.6,Forty Five Point Sixty,2019-2020
5405,DISC,CSSPE,1,2019-2020,5735.0,2122-17612,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,41.05,66.85,29.96,53.82,26.06,44.06,Forty Four Point Six,2021-2022
5406,DISC,CSSPE,1,2019-2020,5713.0,1920-00704,AYALA NATIONAL HIGH SCHOOL,ZAM,11/11/2018,25.99,25.06,24.36,24.91,43.49,22.97,Twenty Two Point Ninety Seven,2019-2020
5407,DISC,CSSPE,1,2019-2020,5889.0,1920-15509,UNIVERSIDAD DE ZAMBOANGA,ZAM,4/7/2019,52.9,30.03,59.25,63.45,15.15,45.6,Forty Five Point Sixty,2019-2020
5408,DISC,CSSPE,1,2019-2020,6222.0,2122-17522,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,44.05,71.99,51.68,18.16,79.78,54.31,Fifty Four Point Thirty One,2021-2022
5409,DISC,CSSPE,1,2019-2020,6081.0,1920-16748,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",OTC,4/7/2019,15.62,35.7,29.96,24.91,72.9,25.88,Twenty Five Point Eighty Eight,2019-2020
5410,DISC,CSSPE,1,2019-2020,6439.0,2122-17791,WESTERN MINDANAO STATE UNIVERSITY,ZAM,4/18/2021,41.05,71.99,13.15,34.54,53.29,42.52,Forty Two Point Fifty Two,2021-2022
5411,DISC,CSSPE,1,2019-2020,6119.0,1920-04954,CLARET COLLEGE OF ISABELA,ZAM,11/25/2018,52.9,54.75,51.68,14.31,20.6,42.52,Forty Two Point Fifty Two,2019-2020
5412,DISC,CSSPE,1,2019-2020,6483.0,2122-16343,WESTERN MINDANAO STATE UNIVERSITY,BEL,4/17/2021,44.05,42.05,76.79,14.31,20.6,40.98,Forty Point Ninety Eight,2021-2022
5413,DISC,CSSPE,1,2019-2020,6407.0,1920-08034,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",ZAM,12/16/2018,23.4,66.85,59.25,14.31,79.78,42.52,Forty Two Point Fifty Two,2019-2020
5414,DISC,CSSPE,1,2019-2020,6469.0,1920-03169,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,ZAM,11/18/2018,37.99,6.94,44.12,24.91,72.9,31.74,Thirty One Point Seventy Four,2019-2020
5415,DISC,CSSPE,1,2019-2020,6495.0,1920-06204,WESTERN MINDANAO STATE UNIVERSITY,ZAM,11/25/2018,37.99,48.4,59.25,75.28,43.49,51.42,Fifty One Point Forty Two,2019-2020
5416,DISC,CSSPE,1,2019-2020,6829.0,2122-17384,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,28.82,71.99,51.68,24.91,53.29,44.06,Forty Four Point Six,2021-2022
5417,DISC,CSSPE,1,2019-2020,6929.0,1920-16320,PILAR COLLEGE,OTC,4/7/2019,37.99,25.06,24.36,18.16,43.49,27.33,Twenty Seven Point Thirty Three,2019-2020
5418,DISC,CSSPE,1,2019-2020,7344.0,2122-17393,WESTERN MINDANAO STATE UNIVERSITY,ZAM,4/18/2021,58.56,30.03,80.93,34.54,43.49,55.76,Fifty Five Point Seventy Six,2021-2022
5419,DISC,CSSPE,1,2019-2020,5385.0,1819-04000,ALICIA NATIONAL HIGH SCHOOL,ZAM,3/4/2018,52.9,6.94,18.75,24.91,33.69,27.33,Twenty Seven Point Thirty Three,2018-2019
5420,DISC,CSSPE,1,2019-2020,6988.0,1920-16083,PILAR COLLEGE,OTC,4/7/2019,66.01,35.7,13.15,24.91,91.68,54.31,Fifty Four Point Thirty One,2019-2020
5421,DISC,CSSPE,1,2019-2020,7240.0,1920-00767,MANICAHAN NATIONAL HIGH SCHOOL,ZAM,11/11/2018,37.99,61.11,44.12,89.31,43.49,55.76,Fifty Five Point Seventy Six,2019-2020
5422,DISC,CSSPE,1,2019-2020,7679.0,2122-17540,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,58.56,35.7,80.93,93.38,63.1,71.42,Seventy One Point Forty Two,2021-2022
5423,DISC,CSSPE,1,2019-2020,7335.0,1920-08817,CURUAN NATIONAL HIGH SCHOOL,RUA,11/30/2018,28.82,30.03,24.36,34.54,26.06,24.42,Twenty Four Point Forty Two,2019-2020
5424,DISC,CSSPE,1,2019-2020,8045.0,1920-02221,CABALUAY NATIONAL HIGH SCHOOL,ZAM,11/18/2018,55.84,71.99,76.79,44.18,15.15,58.64,Fifty Eight Point Sixty Four,2019-2020
5425,DISC,CSSPE,1,2019-2020,8580.0,2122-17644,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,72.78,25.06,29.96,44.18,26.06,49.98,Forty Nine Point Ninety Eight,2021-2022
5426,DISC,CSSPE,1,2019-2020,8405.0,1920-02430,CLARET HIGH SCHOOL ZAMBOANGA,ZAM,11/18/2018,28.82,5.49,29.96,63.45,43.49,24.42,Twenty Four Point Forty Two,2019-2020
5427,DISC,CSSPE,1,2019-2020,9115.0,1920-16468,SOUTHERN CITY COLLEGES,ZAM,4/7/2019,4.68,15.12,18.75,18.16,15.15,3.96,Three Point Ninety Six,2019-2020
5428,DISC,CSSPE,1,2019-2020,9637.0,2122-17448,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,47.0,48.4,59.25,10.45,9.69,34.82,Thirty Four Point Eighty Two,2021-2022
5429,DISC,CSSPE,1,2019-2020,9361.0,1920-02532,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,11/18/2018,47.0,30.03,51.68,79.96,79.78,57.2,Fifty Seven Point Twenty,2019-2020
5430,DISC,CSSPE,1,2019-2020,9900.0,2122-17686,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,28.82,42.05,66.81,79.96,63.1,51.42,Fifty One Point Forty Two,2021-2022
5431,DISC,CSSPE,1,2019-2020,10082.0,2122-17352,WESTERN MINDANAO STATE UNIVERSITY,ZAM,4/18/2021,28.82,42.05,59.25,53.82,33.69,39.44,Thirty Nine Point Forty Four,2021-2022
5432,DISC,CSSPE,1,2019-2020,9673.0,1920-16424,PANGI NATIONAL HIGH SCHOOL,ZAM,4/7/2019,11.54,6.94,51.68,34.54,26.06,13.69,Thirteen Point Sixty Nine,2019-2020
5433,DISC,CSSPE,1,2019-2020,9693.0,1920-00520,BALIWASAN SENIOR HIGH SCHOOL - WEST,ZAM,11/11/2018,47.0,30.03,66.81,89.31,15.15,51.42,Fifty One Point Forty Two,2019-2020
5434,DISC,CSSPE,1,2019-2020,18242.0,2122-17980,WESTERN MINDANAO STATE UNIVERSITY,OTC,7/10/2021,47.0,15.12,66.81,75.28,26.06,45.6,Forty Five Point Sixty,2021-2022
5435,DISC,CSSPE,1,2019-2020,18243.0,2122-18007,WESTERN MINDANAO STATE UNIVERSITY,ZAM,7/10/2021,55.84,61.11,36.55,44.18,83.75,60.09,Sixty Point Nine,2021-2022
5436,DISC,CSSPE,1,2019-2020,9769.0,1920-04362,SOUTHERN CITY COLLEGES,ZAM,11/18/2018,41.05,10.15,59.25,53.82,72.9,42.52,Forty Two Point Fifty Two,2019-2020
5437,DISC,CSSPE,1,2019-2020,10339.0,2122-17851,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,55.84,48.4,59.25,18.16,20.6,45.6,Forty Five Point Sixty,2021-2022
5438,DISC,CSSPE,1,2019-2020,9887.0,1920-01281,SAINT JOSEPH SCHOOL,ZAM,11/11/2018,47.0,42.05,72.66,10.45,20.6,39.44,Thirty Nine Point Forty Four,2019-2020
5439,DISC,CSSPE,1,2019-2020,10444.0,2122-17732,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,80.58,61.11,44.12,75.28,63.1,74.25,Seventy Four Point Twenty Five,2021-2022
5440,DISC,CSSPE,1,2019-2020,9969.0,1920-08780,CURUAN NATIONAL HIGH SCHOOL,RUA,11/30/2018,49.95,42.05,51.68,34.54,20.6,42.52,Forty Two Point Fifty Two,2019-2020
5441,DISC,CSSPE,1,2019-2020,10062.0,1920-02019,MANICAHAN NATIONAL HIGH SCHOOL,ZAM,11/11/2018,44.05,30.03,44.12,75.28,33.69,45.6,Forty Five Point Sixty,2019-2020
5442,DISC,CSSPE,1,2019-2020,10635.0,2122-17479,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,31.88,10.15,51.68,63.45,63.1,36.36,Thirty Six Point Thirty Six,2021-2022
5443,DISC,CSSPE,1,2019-2020,10082.0,1920-00869,SAINT JOSEPH SCHOOL,ZAM,11/11/2018,68.5,30.03,44.12,14.31,43.49,48.54,Forty Eight Point Fifty Four,2019-2020
5444,DISC,CSSPE,1,2019-2020,10668.0,2122-17734,WESTERN MINDANAO STATE UNIVERSITY,ZAM,4/18/2021,25.99,35.7,44.12,24.91,63.1,33.28,Thirty Three Point Twenty Eight,2021-2022
5445,DISC,CSSPE,1,2019-2020,10106.0,1920-00505,BALIWASAN SENIOR HIGH SCHOOL - WEST,ZAM,11/11/2018,11.54,54.75,36.55,53.82,53.29,30.24,Thirty Point Twenty Four,2019-2020
5446,DISC,CSSPE,1,2019-2020,10705.0,2122-17818,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,20.81,42.05,18.75,75.28,43.49,31.74,Thirty One Point Seventy Four,2021-2022
5447,DISC,CSSPE,1,2019-2020,10181.0,1920-02245,CABALUAY NATIONAL HIGH SCHOOL,ZAM,11/18/2018,34.94,30.03,36.55,24.91,43.49,31.74,Thirty One Point Seventy Four,2019-2020
5448,DISC,CSSPE,1,2019-2020,10798.0,2122-17850,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,31.88,90.94,44.12,18.16,43.49,47.09,Forty Seven Point Nine,2021-2022
5449,DISC,CSSPE,1,2019-2020,10281.0,1920-02179,BALIWASAN SENIOR HIGH SCHOOL - WEST,ZAM,11/11/2018,37.99,48.4,72.66,63.45,33.69,49.98,Forty Nine Point Ninety Eight,2019-2020
5450,DISC,CSSPE,1,2019-2020,10692.0,1920-01097,BALIWASAN SENIOR HIGH SCHOOL - WEST,ZAM,11/11/2018,41.05,10.15,72.66,63.45,33.69,40.98,Forty Point Ninety Eight,2019-2020
5451,DISC,CSSPE,1,2019-2020,11328.0,2122-17389,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,20.81,25.06,18.75,18.16,53.29,18.6,Eighteen Point Sixty,2021-2022
5452,DISC,CSSPE,1,2019-2020,11000.0,1920-05416,WESTERN MINDANAO STATE UNIVERSITY,ZAM,11/25/2018,25.99,54.75,66.81,14.31,53.29,37.9,Thirty Seven Point Ninety,2019-2020
5453,DISC,CSSPE,1,2019-2020,11298.0,1920-02528,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,11/18/2018,61.05,42.05,44.12,53.82,53.29,55.76,Fifty Five Point Seventy Six,2019-2020
5454,DISC,CSSPE,1,2019-2020,11745.0,1920-02066,MANICAHAN NATIONAL HIGH SCHOOL,ZAM,11/11/2018,55.84,20.09,18.75,70.61,83.75,49.98,Forty Nine Point Ninety Eight,2019-2020
5455,DISC,CSSPE,1,2019-2020,12402.0,2122-17539,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,55.84,48.4,66.81,6.59,26.06,44.06,Forty Four Point Six,2021-2022
5456,DISC,CSSPE,1,2019-2020,12339.0,1920-15388,SOUTHERN CITY COLLEGES,ZAM,4/7/2019,15.62,42.05,36.55,18.16,9.69,15.87,Fifteen Point Eighty Seven,2019-2020
5457,DISC,CSSPE,1,2019-2020,12474.0,1920-05560,SYSTEM TECHNOLOGY INSTITUTE,ZAM,11/25/2018,44.05,30.03,29.96,63.45,43.49,40.98,Forty Point Ninety Eight,2019-2020
5458,DISC,CSSPE,1,2019-2020,12760.0,1920-00412,BALIWASAN SENIOR HIGH SCHOOL - WEST,ZAM,11/11/2018,49.95,54.75,80.93,24.91,53.29,57.2,Fifty Seven Point Twenty,2019-2020
5459,DISC,CSSPE,1,2019-2020,13496.0,2122-17849,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,58.56,61.11,96.28,24.91,79.78,72.43,Seventy Two Point Forty Three,2021-2022
5460,DISC,CSSPE,1,2019-2020,13177.0,1920-02251,SINUNUC NATIONAL HIGH SCHOOL,ZAM,11/18/2018,20.81,5.49,44.12,75.28,9.69,18.6,Eighteen Point Sixty,2019-2020
5461,DISC,CSSPE,1,2019-2020,14016.0,2122-17412,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,68.5,82.26,51.68,44.18,83.75,72.43,Seventy Two Point Forty Three,2021-2022
5462,DISC,CSSPE,1,2019-2020,13229.0,1920-06077,SYSTEM TECHNOLOGY INSTITUTE,ZAM,11/25/2018,34.94,66.85,51.68,24.91,33.69,42.52,Forty Two Point Fifty Two,2019-2020
5463,DISC,CSSPE,1,2019-2020,14026.0,2122-17872,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,66.01,61.11,59.25,34.54,53.29,62.48,Sixty Two Point Forty Eight,2021-2022
5464,DISC,CSSPE,1,2019-2020,13256.0,1920-02380,CLARET HIGH SCHOOL ZAMBOANGA,ZAM,11/18/2018,28.82,10.15,7.54,53.82,83.75,27.33,Twenty Seven Point Thirty Three,2019-2020
5465,DISC,CSSPE,1,2019-2020,14048.0,2122-17350,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,68.5,66.85,24.36,75.28,79.78,68.07,Sixty Eight Point Zero Seven,2021-2022
5466,DISC,CSSPE,1,2019-2020,13283.0,1920-02040,MANICAHAN NATIONAL HIGH SCHOOL,ZAM,11/11/2018,20.81,54.75,59.25,84.63,53.29,48.54,Forty Eight Point Fifty Four,2019-2020
5467,DISC,CSSPE,1,2019-2020,14090.0,2122-17750,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,47.0,66.85,66.81,18.16,79.78,57.2,Fifty Seven Point Twenty,2021-2022
5468,DISC,CSSPE,1,2019-2020,13553.0,1920-08055,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",ZAM,12/16/2018,63.53,30.03,72.66,14.31,63.1,54.31,Fifty Four Point Thirty One,2019-2020
5469,DISC,CSSPE,1,2019-2020,18362.0,2122-18209,WESTERN MINDANAO STATE UNIVERSITY,OTC,7/10/2021,68.5,61.11,59.25,24.91,97.87,71.42,Seventy One Point Forty Two,2021-2022
5470,DISC,CSSPE,1,2019-2020,13558.0,1920-04271,ZAMBOANGA CITY HIGH SCHOOL,ZAM,11/18/2018,34.94,77.12,36.55,79.96,43.49,54.31,Fifty Four Point Thirty One,2019-2020
5471,DISC,CSSPE,1,2019-2020,13643.0,1920-03594,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,11/18/2018,34.94,71.99,3.34,53.82,53.29,37.9,Thirty Seven Point Ninety,2019-2020
5472,DISC,CSSPE,1,2019-2020,14465.0,2122-17733,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,63.53,25.06,89.19,44.18,53.29,62.48,Sixty Two Point Forty Eight,2021-2022
5473,DISC,CSSPE,1,2019-2020,13708.0,1920-07370,WESTERN MINDANAO STATE UNIVERSITY,ZAM,12/16/2018,4.68,6.94,4.27,34.54,53.29,4.83,Four Point Eighty Three,2019-2020
5474,DISC,CSSPE,1,2019-2020,13831.0,1920-02180,BALIWASAN SENIOR HIGH SCHOOL - WEST,ZAM,11/11/2018,20.81,35.7,36.55,70.61,72.9,37.9,Thirty Seven Point Ninety,2019-2020
5475,DISC,CSSPE,1,2019-2020,14673.0,2122-17675,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,28.82,48.4,66.81,24.91,33.69,37.9,Thirty Seven Point Ninety,2021-2022
5476,DISC,CSSPE,1,2019-2020,14265.0,1920-07193,MAHARDIKA INSTITUTE OF TECHNOLOGY,ZAM,12/16/2018,55.84,30.03,29.96,34.54,1.36,31.74,Thirty One Point Seventy Four,2019-2020
5477,DISC,CSSPE,1,2019-2020,15097.0,2122-17397,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,78.85,30.03,29.96,63.45,43.49,61.37,Sixty One Point Thirty Seven,2021-2022
5478,DISC,CSSPE,1,2019-2020,14327.0,1920-15861,BALIWASAN SENIOR HIGH SCHOOL - WEST,ZAM,4/7/2019,3.94,87.4,59.25,44.18,53.29,34.82,Thirty Four Point Eighty Two,2019-2020
5479,DISC,CSSPE,1,2019-2020,14535.0,1920-04049,SOUTHERN CITY COLLEGES,ZAM,11/18/2018,13.4,4.05,66.81,44.18,33.69,17.15,Seventeen Point Fifteen,2019-2020
5480,DISC,CSSPE,1,2019-2020,18407.0,2122-18122,WESTERN MINDANAO STATE UNIVERSITY,OTC,7/10/2021,5.98,15.12,29.96,44.18,33.69,11.5,Eleven Point Fifty,2021-2022
5481,DISC,CSSPE,1,2019-2020,14567.0,1920-00246,BALIWASAN SENIOR HIGH SCHOOL - WEST,ZAM,11/11/2018,34.94,42.05,13.15,24.91,26.06,25.88,Twenty Five Point Eighty Eight,2019-2020
5482,DISC,CSSPE,1,2019-2020,15440.0,2122-17844,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,34.94,61.11,36.55,24.91,63.1,42.52,Forty Two Point Fifty Two,2021-2022
5483,DISC,CSSPE,1,2019-2020,14716.0,1920-05557,SYSTEM TECHNOLOGY INSTITUTE,ZAM,11/25/2018,58.56,61.11,44.12,53.82,33.69,55.76,Fifty Five Point Seventy Six,2019-2020
5484,DISC,CSSPE,1,2019-2020,15590.0,2122-17852,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,70.75,77.12,80.93,10.45,43.49,66.95,Sixty Six Point Ninety Five,2021-2022
5485,DISC,CSSPE,1,2019-2020,14868.0,1920-15447,GUIPOS NATIONAL HIGH SCHOOL,OTC,4/7/2019,25.99,30.03,51.68,70.61,43.49,37.9,Thirty Seven Point Ninety,2019-2020
5486,DISC,CSSPE,1,2019-2020,14925.0,1920-08778,CURUAN NATIONAL HIGH SCHOOL,RUA,11/30/2018,5.98,77.12,51.68,34.54,33.69,28.79,Twenty Eight Point Seventy Nine,2019-2020
5487,DISC,CSSPE,1,2019-2020,14944.0,1920-16458,LAMITAN NATIONAL HIGH SCHOOL,ZAM,4/7/2019,31.88,20.09,59.25,44.18,43.49,34.82,Thirty Four Point Eighty Two,2019-2020
5488,DISC,CSSPE,1,2019-2020,15845.0,2122-17868,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,44.05,66.85,66.81,44.18,53.29,55.76,Fifty Five Point Seventy Six,2021-2022
5489,DISC,CSSPE,1,2019-2020,15288.0,1920-15629,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,4/7/2019,13.4,35.7,24.36,18.16,33.69,15.87,Fifteen Point Eighty Seven,2019-2020
5490,DISC,CSSPE,1,2019-2020,15419.0,1920-01179,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,ZAM,11/11/2018,55.84,30.03,76.79,63.45,53.29,58.64,Fifty Eight Point Sixty Four,2019-2020
5491,DISC,CSSPE,1,2019-2020,15564.0,1920-03612,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,11/18/2018,49.95,61.11,44.12,24.91,91.68,58.64,Fifty Eight Point Sixty Four,2019-2020
5492,DISC,CSSPE,1,2019-2020,16508.0,2122-17869,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,28.82,48.4,76.79,34.54,53.29,45.6,Forty Five Point Sixty,2021-2022
5493,DISC,CSSPE,1,2019-2020,16678.0,2122-17890,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,34.94,35.7,7.54,44.18,53.29,30.24,Thirty Point Twenty Four,2021-2022
5494,DISC,CSSPE,1,2019-2020,12296.0,1819-11032,NONE,OTC,4/8/2018,7.83,15.12,18.75,14.31,0.76,2.23,Two Point Twenty Three,2018-2019
5495,DISC,CSSPE,1,2019-2020,15788.0,1920-16741,"ASIA'S LATIN INSTITUTE, INC.",OTC,4/7/2019,9.69,6.94,18.75,10.45,0.76,1.36,One Point Thirty Six,2019-2020
5496,DISC,CSSPE,1,2019-2020,16760.0,2122-17891,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,20.81,4.05,29.96,75.28,33.69,20.06,Twenty Point Six,2021-2022
5497,DISC,CSSPE,1,2019-2020,15880.0,1920-00358,AMA COMPUTER COLLEGE,ZAM,11/11/2018,63.53,54.75,18.75,63.45,63.1,57.2,Fifty Seven Point Twenty,2019-2020
5498,DISC,CSSPE,1,2019-2020,18457.0,2122-18349,WESTERN MINDANAO STATE UNIVERSITY,OTC,7/10/2021,63.53,61.11,36.55,34.54,87.72,63.6,Sixty Three Point Sixty,2021-2022
5499,DISC,CSSPE,1,2019-2020,15909.0,1920-03906,MONTESSORI DE ZAMBOANGA,ZAM,11/18/2018,0.5,5.49,24.36,24.91,15.15,0.83, Point Eighty Three,2019-2020
5500,DISC,CSSPE,1,2019-2020,16869.0,2122-17751,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,2.46,15.12,18.75,24.91,26.06,3.96,Three Point Ninety Six,2021-2022
5501,DISC,CSSPE,1,2019-2020,15932.0,1920-01178,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,ZAM,11/11/2018,49.95,71.99,51.68,34.54,43.49,54.31,Fifty Four Point Thirty One,2019-2020
5502,DISC,CSSPE,1,2019-2020,16891.0,2122-17385,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,78.85,90.94,80.93,63.45,53.29,81.43,Eighty One Point Forty Three,2021-2022
5503,DISC,CSSPE,1,2019-2020,16110.0,1920-03822,ZAMBOANGA CITY HIGH SCHOOL,ZAM,11/18/2018,61.05,48.4,29.96,53.82,63.1,55.76,Fifty Five Point Seventy Six,2019-2020
5504,DISC,CSSPE,1,2019-2020,17064.0,2122-17403,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,76.83,35.7,29.96,24.91,72.9,60.09,Sixty Point Zero Nine,2021-2022
5505,DISC,CSSPE,1,2019-2020,16316.0,1920-03644,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,11/18/2018,41.05,30.03,29.96,14.31,95.65,42.52,Forty Two Point Fifty Two,2019-2020
5506,DISC,CSSPE,1,2019-2020,17312.0,2122-17564,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,68.5,48.4,51.68,18.16,91.68,64.72,Sixty Four Point Seventy Two,2021-2022
5507,DISC,CSSPE,1,2019-2020,16339.0,1920-08493,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",ZAM,12/16/2018,55.84,35.7,51.68,63.45,15.15,47.09,Forty Seven Point Nine,2019-2020
5508,DISC,CSSPE,1,2019-2020,17336.0,2122-17584,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,49.95,48.4,13.15,34.54,53.29,40.98,Forty Point Ninety Eight,2021-2022
5509,DISC,CSSPE,1,2019-2020,16589.0,1920-00245,BALIWASAN SENIOR HIGH SCHOOL - WEST,ZAM,11/11/2018,11.54,5.49,72.66,70.61,20.6,20.06,Twenty Point Six,2019-2020
5510,DISC,CSSPE,1,2019-2020,17632.0,2122-17528,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,68.5,77.12,59.25,44.18,15.15,62.48,Sixty Two Point Forty Eight,2021-2022
5511,DISC,CSSPE,1,2019-2020,16666.0,1920-00073,"BRENT HOSPITAL AND COLLEGES, INC.",ZAM,11/11/2018,66.01,25.06,29.96,75.28,53.29,55.76,Fifty Five Point Seventy Six,2019-2020
5512,DISC,CSSPE,1,2019-2020,17717.0,2122-17668,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,63.53,71.99,44.12,44.18,79.78,65.83,Sixty Five Point Eighty Three,2021-2022
5513,DISC,CSSPE,1,2019-2020,16685.0,1920-02763,CLARET HIGH SCHOOL ZAMBOANGA,ZAM,11/18/2018,18.21,30.03,24.36,18.16,53.29,20.06,Twenty Point Six,2019-2020
5514,DISC,CSSPE,1,2019-2020,17734.0,2122-17789,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/18/2021,15.62,35.7,89.19,18.16,53.29,36.36,Thirty Six Point Thirty Six,2021-2022
5515,BS BIO,CSM,1,2019-2020,234.0,1920-06180,TALON-TALON NATIONAL HIGH SCHOOL,ZAM,11/25/2018,70.75,94.82,36.55,63.45,83.75,76.98,Seventy Six Point Ninety Eight,2019-2020
5516,BS BIO,CSM,1,2019-2020,281.0,1920-01734,UNIVERSIDAD DE ZAMBOANGA,ZAM,11/11/2018,94.81,71.99,66.81,53.82,63.1,86.26,Eighty Six Point Twenty Six,2019-2020
5517,BS BIO,CSM,1,2019-2020,427.0,1920-14904,TUNGAWAN - ESU,TUN,12/16/2018,87.6,96.76,89.19,70.61,53.29,89.17,Eighty Nine Point Seventeen,2019-2020
5518,BS BIO,CSM,1,2019-2020,490.0,1920-05811,WESTERN MINDANAO STATE UNIVERSITY,ZAM,11/25/2018,70.75,90.94,72.66,70.61,72.9,78.81,Seventy Eight Point Eighty One,2019-2020
5519,BS BIO,CSM,1,2019-2020,612.0,1920-04176,ZAMBOANGA CHONG HUA HIGH SCHOOL,ZAM,11/18/2018,90.77,90.94,97.72,97.95,95.65,96.9,Ninety Six Point Ninety,2019-2020
5520,BS BIO,CSM,1,2019-2020,949.0,1920-07124,SOUTHERN CITY COLLEGES,ZAM,12/16/2018,68.5,82.26,85.06,79.96,63.1,79.72,Seventy Nine Point Seventy Two,2019-2020
5521,BS BIO,CSM,1,2019-2020,984.0,1920-11309,NONE,IPI,12/9/2018,94.11,92.88,80.93,53.82,53.29,89.65,Eighty Nine Point Sixty Five,2019-2020
5522,BS BIO,CSM,1,2019-2020,1087.0,1920-02935,SOUTHERN CITY COLLEGES,ZAM,11/18/2018,80.58,66.85,72.66,89.31,53.29,80.63,Eighty Point Sixty Three,2019-2020
5523,BS BIO,CSM,1,2019-2020,1204.0,1920-07521,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,12/16/2018,98.65,99.77,93.41,98.63,87.72,99.17,Ninety Nine Point Seventeen,2019-2020
5524,BS BIO,CSM,1,2019-2020,1352.0,1920-00151,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,ZAM,11/11/2018,58.56,82.26,76.79,14.31,63.1,64.72,Sixty Four Point Seventy Two,2019-2020
5525,BS BIO,CSM,1,2019-2020,1437.0,1920-01161,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,11/11/2018,99.53,94.82,99.14,99.47,99.28,99.84,Ninety Nine Point Eighty Four,2019-2020
